x-axis,1
second,Volt
-50.000000E-06,-89.298997074E-03
-49.998474E-06,-89.298997074E-03
-49.996948E-06,-89.298997074E-03
-49.995422E-06,-87.288946845E-03
-49.993896E-06,-81.258796155E-03
-49.992371E-06,-81.258796155E-03
-49.990845E-06,-86.283921730E-03
-49.989319E-06,-86.786434287E-03
-49.987793E-06,-82.263821270E-03
-49.986267E-06,-88.293971960E-03
-49.984741E-06,-89.298997074E-03
-49.983215E-06,-89.298997074E-03
-49.981689E-06,-88.293971960E-03
-49.980164E-06,-82.263821270E-03
-49.978638E-06,-86.786434287E-03
-49.977112E-06,-89.298997074E-03
-49.975586E-06,-87.791459402E-03
-49.974060E-06,-81.761308713E-03
-49.972534E-06,-87.288946845E-03
-49.971008E-06,-89.298997074E-03
-49.969482E-06,-89.298997074E-03
-49.967957E-06,-89.298997074E-03
-49.966431E-06,-89.298997074E-03
-49.964905E-06,-89.298997074E-03
-49.963379E-06,-89.298997074E-03
-49.961853E-06,-89.298997074E-03
-49.960327E-06,-89.298997074E-03
-49.958801E-06,-89.298997074E-03
-49.957275E-06,-89.298997074E-03
-49.955750E-06,-89.298997074E-03
-49.954224E-06,-89.298997074E-03
-49.952698E-06,-89.298997074E-03
-49.951172E-06,-86.283921730E-03
-49.949646E-06,-82.766333828E-03
-49.948120E-06,-89.298997074E-03
-49.946594E-06,-89.298997074E-03
-49.945068E-06,-85.781409172E-03
-49.943542E-06,-83.268846385E-03
-49.942017E-06,-89.298997074E-03
-49.940491E-06,-89.298997074E-03
-49.938965E-06,-89.298997074E-03
-49.937439E-06,-89.298997074E-03
-49.935913E-06,-89.298997074E-03
-49.934387E-06,-83.268846385E-03
-49.932861E-06,-86.283921730E-03
-49.931335E-06,-89.298997074E-03
-49.929810E-06,-89.298997074E-03
-49.928284E-06,-89.298997074E-03
-49.926758E-06,-89.298997074E-03
-49.925232E-06,-89.298997074E-03
-49.923706E-06,-89.298997074E-03
-49.922180E-06,-89.298997074E-03
-49.920654E-06,-89.298997074E-03
-49.919128E-06,-89.298997074E-03
-49.917603E-06,-89.298997074E-03
-49.916077E-06,-89.298997074E-03
-49.914551E-06,-89.298997074E-03
-49.913025E-06,-89.298997074E-03
-49.911499E-06,-89.298997074E-03
-49.909973E-06,-89.298997074E-03
-49.908447E-06,-89.298997074E-03
-49.906921E-06,-89.298997074E-03
-49.905396E-06,-89.298997074E-03
-49.903870E-06,-89.298997074E-03
-49.902344E-06,-89.298997074E-03
-49.900818E-06,-89.298997074E-03
-49.899292E-06,-89.298997074E-03
-49.897766E-06,-90.304022189E-03
-49.896240E-06,-96.836685436E-03
-49.894714E-06,-92.314072419E-03
-49.893188E-06,-89.298997074E-03
-49.891663E-06,-89.298997074E-03
-49.890137E-06,-89.298997074E-03
-49.888611E-06,-89.298997074E-03
-49.887085E-06,-89.298997074E-03
-49.885559E-06,-91.309047304E-03
-49.884033E-06,-97.339197993E-03
-49.882507E-06,-91.811559862E-03
-49.880981E-06,-89.298997074E-03
-49.879456E-06,-89.298997074E-03
-49.877930E-06,-89.298997074E-03
-49.876404E-06,-89.298997074E-03
-49.874878E-06,-89.298997074E-03
-49.873352E-06,-89.298997074E-03
-49.871826E-06,-89.298997074E-03
-49.870300E-06,-89.298997074E-03
-49.868774E-06,-89.298997074E-03
-49.867249E-06,-89.298997074E-03
-49.865723E-06,-89.298997074E-03
-49.864197E-06,-89.298997074E-03
-49.862671E-06,-89.298997074E-03
-49.861145E-06,-89.298997074E-03
-49.859619E-06,-91.309047304E-03
-49.858093E-06,-97.339197993E-03
-49.856567E-06,-91.811559862E-03
-49.855042E-06,-89.298997074E-03
-49.853516E-06,-89.298997074E-03
-49.851990E-06,-89.298997074E-03
-49.850464E-06,-89.298997074E-03
-49.848938E-06,-89.298997074E-03
-49.847412E-06,-89.298997074E-03
-49.845886E-06,-89.298997074E-03
-49.844360E-06,-89.298997074E-03
-49.842834E-06,-89.298997074E-03
-49.841309E-06,-89.298997074E-03
-49.839783E-06,-89.298997074E-03
-49.838257E-06,-89.298997074E-03
-49.836731E-06,-84.273871500E-03
-49.835205E-06,-84.776384057E-03
-49.833679E-06,-88.293971960E-03
-49.832153E-06,-82.263821270E-03
-49.830627E-06,-86.786434287E-03
-49.829102E-06,-89.298997074E-03
-49.827576E-06,-91.309047304E-03
-49.826050E-06,-97.339197993E-03
-49.824524E-06,-91.811559862E-03
-49.822998E-06,-89.298997074E-03
-49.821472E-06,-89.298997074E-03
-49.819946E-06,-89.298997074E-03
-49.818420E-06,-89.298997074E-03
-49.816895E-06,-89.298997074E-03
-49.815369E-06,-89.298997074E-03
-49.813843E-06,-89.298997074E-03
-49.812317E-06,-89.298997074E-03
-49.810791E-06,-89.298997074E-03
-49.809265E-06,-89.298997074E-03
-49.807739E-06,-89.298997074E-03
-49.806213E-06,-89.298997074E-03
-49.804687E-06,-89.298997074E-03
-49.803162E-06,-89.298997074E-03
-49.801636E-06,-89.298997074E-03
-49.800110E-06,-89.298997074E-03
-49.798584E-06,-89.298997074E-03
-49.797058E-06,-89.298997074E-03
-49.795532E-06,-89.298997074E-03
-49.794006E-06,-89.298997074E-03
-49.792480E-06,-89.298997074E-03
-49.790955E-06,-89.298997074E-03
-49.789429E-06,-89.298997074E-03
-49.787903E-06,-89.298997074E-03
-49.786377E-06,-89.298997074E-03
-49.784851E-06,-89.298997074E-03
-49.783325E-06,-89.298997074E-03
-49.781799E-06,-89.298997074E-03
-49.780273E-06,-89.298997074E-03
-49.778748E-06,-89.298997074E-03
-49.777222E-06,-89.298997074E-03
-49.775696E-06,-89.298997074E-03
-49.774170E-06,-89.298997074E-03
-49.772644E-06,-94.826635206E-03
-49.771118E-06,-93.821610091E-03
-49.769592E-06,-87.791459402E-03
-49.768066E-06,-81.761308713E-03
-49.766541E-06,-87.288946845E-03
-49.765015E-06,-89.298997074E-03
-49.763489E-06,-89.298997074E-03
-49.761963E-06,-89.298997074E-03
-49.760437E-06,-83.268846385E-03
-49.758911E-06,-85.781409172E-03
-49.757385E-06,-89.298997074E-03
-49.755859E-06,-89.298997074E-03
-49.754333E-06,-89.298997074E-03
-49.752808E-06,-89.298997074E-03
-49.751282E-06,-89.298997074E-03
-49.749756E-06,-89.298997074E-03
-49.748230E-06,-89.298997074E-03
-49.746704E-06,-89.298997074E-03
-49.745178E-06,-86.283921730E-03
-49.743652E-06,-82.766333828E-03
-49.742126E-06,-88.796484517E-03
-49.740601E-06,-89.298997074E-03
